gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
BMP7	P18075	False	BMP7_HUMAN		CPI-CS046B3C139	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS00F859B66	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0288D901D	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0B174B76B	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS05EAF93CC	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08109C435	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0D35E69F6	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0C99F8D96	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0DF85303A	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08A853007	0.004	0.009	0.08	0.123	0.041	0.033	0.028	0.0	0.106	0.048	0.032	0.038	0.014	0.012	0.022	0.006	0.147	0.012	1.772	0.872	0.292	1.686	0.007	0.028	0.027	0.017	0.037	0.036	0.015	0.019	0.019	0.016	0.003	0.004	0.012	0.061	0.281	0.298	0.119	0.037
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0E1BF543E	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0EC80CA59	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS04751C6A3	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0FCC00896	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0FA9360D5	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS046BCFC6F	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS02C93975C	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS047EE9E03	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0CA393CC5	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS01A4D7E2F	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0BEC40E19	0.041	0.014	0.034	0.114	0.101	0.049	0.059	0.258	0.068	0.071	0.018	0.017	0.057	0.005	0.031	0.0	0.081	0.006	0.06	0.07	0.029	0.045	0.003	0.0	0.026	0.037	0.064	0.034	0.024	0.028	0.04	0.024	0.003	0.006	0.009	0.047	4.421	2.773	0.079	0.059
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0C16967C6	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0FFBA02F8	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0DD3F421C	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS02AEFFE28	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0306FC954	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0F6CFB979	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0EF793D6A	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0247DA882	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS076E1A639	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0921BB754	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0C0D60519	0.012	0.003	0.004	0.013	1.646	0.309	0.728	0.314	0.0	0.047	0.012	0.004	0.011	0.0	0.022	0.013	0.014	0.0	0.01	0.013	0.008	0.013	0.01	0.047	0.072	0.017	0.031	0.01	0.007	0.006	0.044	0.031	0.003	0.004	0.003	0.0	0.107	0.036	0.03	0.061
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0AEE2FB22	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0CE2A204A	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0F4A9F786	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0860DA460	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS03D4B768E	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS090FFEDFE	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0484364A2	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0C091F24B	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS017A50010	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS01319F57A	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS03DF8BD36	0.007	0.0	0.003	0.006	0.015	0.016	0.015	0.0	0.0	0.007	0.012	0.0	0.002	0.0	0.131	0.0	0.004	0.0	0.004	0.002	0.003	0.003	0.004	0.0	0.008	0.004	0.009	0.013	0.009	0.018	0.024	0.039	0.044	0.001	0.0	0.0	0.002	0.01	0.004	0.027
INHBA	P08476	False	INHBA_HUMAN		CPI-CS091BF99D0	0.068	0.147	0.212	0.543	0.595	0.25	0.255	1.354	0.085	0.337	0.083	0.956	0.303	0.023	0.429	0.101	8.263	0.023	0.411	0.676	0.779	0.41	0.204	0.15	0.139	0.354	0.339	0.166	0.095	0.086	0.204	0.221	0.018	0.034	0.044	0.383	0.24	0.786	0.484	0.439
INHBA	P08476	False	INHBA_HUMAN		CPI-CS04DD927C9	0.068	0.147	0.212	0.543	0.595	0.25	0.255	1.354	0.085	0.337	0.083	0.956	0.303	0.023	0.429	0.101	8.263	0.023	0.411	0.676	0.779	0.41	0.204	0.15	0.139	0.354	0.339	0.166	0.095	0.086	0.204	0.221	0.018	0.034	0.044	0.383	0.24	0.786	0.484	0.439
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0533A30DC	0.068	0.147	0.212	0.543	0.595	0.25	0.255	1.354	0.085	0.337	0.083	0.956	0.303	0.023	0.429	0.101	8.263	0.023	0.411	0.676	0.779	0.41	0.204	0.15	0.139	0.354	0.339	0.166	0.095	0.086	0.204	0.221	0.018	0.034	0.044	0.383	0.24	0.786	0.484	0.439
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0C159B54D	0.068	0.147	0.212	0.543	0.595	0.25	0.255	1.354	0.085	0.337	0.083	0.956	0.303	0.023	0.429	0.101	8.263	0.023	0.411	0.676	0.779	0.41	0.204	0.15	0.139	0.354	0.339	0.166	0.095	0.086	0.204	0.221	0.018	0.034	0.044	0.383	0.24	0.786	0.484	0.439
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0924060DB	0.068	0.147	0.212	0.543	0.595	0.25	0.255	1.354	0.085	0.337	0.083	0.956	0.303	0.023	0.429	0.101	8.263	0.023	0.411	0.676	0.779	0.41	0.204	0.15	0.139	0.354	0.339	0.166	0.095	0.086	0.204	0.221	0.018	0.034	0.044	0.383	0.24	0.786	0.484	0.439
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0B79F5D68	0.068	0.147	0.212	0.543	0.595	0.25	0.255	1.354	0.085	0.337	0.083	0.956	0.303	0.023	0.429	0.101	8.263	0.023	0.411	0.676	0.779	0.41	0.204	0.15	0.139	0.354	0.339	0.166	0.095	0.086	0.204	0.221	0.018	0.034	0.044	0.383	0.24	0.786	0.484	0.439
INHBB	P09529	False	INHBB_HUMAN		CPI-CS073233FCC	0.0	0.0	0.002	0.004	0.145	0.052	0.309	0.0	0.017	0.008	0.011	0.003	0.002	0.006	0.18	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.009	0.299	0.119	0.007	0.011	0.01	0.007	0.014	0.043	0.064	0.023	0.006	0.005	0.0	0.005	0.007	0.007	0.011
INHBB	P09529	False	INHBB_HUMAN		CPI-CS048465560	0.0	0.0	0.002	0.004	0.145	0.052	0.309	0.0	0.017	0.008	0.011	0.003	0.002	0.006	0.18	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.009	0.299	0.119	0.007	0.011	0.01	0.007	0.014	0.043	0.064	0.023	0.006	0.005	0.0	0.005	0.007	0.007	0.011
INHBB	P09529	False	INHBB_HUMAN		CPI-CS02899BF8B	0.0	0.0	0.002	0.004	0.145	0.052	0.309	0.0	0.017	0.008	0.011	0.003	0.002	0.006	0.18	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.009	0.299	0.119	0.007	0.011	0.01	0.007	0.014	0.043	0.064	0.023	0.006	0.005	0.0	0.005	0.007	0.007	0.011
INHBB	P09529	False	INHBB_HUMAN		CPI-CS085EF890A	0.0	0.0	0.002	0.004	0.145	0.052	0.309	0.0	0.017	0.008	0.011	0.003	0.002	0.006	0.18	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.009	0.299	0.119	0.007	0.011	0.01	0.007	0.014	0.043	0.064	0.023	0.006	0.005	0.0	0.005	0.007	0.007	0.011
INHBB	P09529	False	INHBB_HUMAN		CPI-CS007ADC2D1	0.0	0.0	0.002	0.004	0.145	0.052	0.309	0.0	0.017	0.008	0.011	0.003	0.002	0.006	0.18	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.009	0.299	0.119	0.007	0.011	0.01	0.007	0.014	0.043	0.064	0.023	0.006	0.005	0.0	0.005	0.007	0.007	0.011
INHBB	P09529	False	INHBB_HUMAN		CPI-CS0A5400A6A	0.0	0.0	0.002	0.004	0.145	0.052	0.309	0.0	0.017	0.008	0.011	0.003	0.002	0.006	0.18	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.009	0.299	0.119	0.007	0.011	0.01	0.007	0.014	0.043	0.064	0.023	0.006	0.005	0.0	0.005	0.007	0.007	0.011
INHA	P05111	False	INHA_HUMAN		CPI-CS0E467E60C	0.009	0.01	0.145	0.35	0.077	0.042	0.07	0.596	0.0	0.034	0.02	0.018	0.016	0.009	0.044	0.01	0.575	0.009	0.106	0.352	0.585	0.083	0.019	0.038	0.054	0.022	0.045	0.024	0.02	0.032	0.067	0.196	0.25	0.011	0.022	0.0	0.049	0.057	0.581	0.105
INHA	P05111	False	INHA_HUMAN		CPI-CS004C594E2	0.009	0.01	0.145	0.35	0.077	0.042	0.07	0.596	0.0	0.034	0.02	0.018	0.016	0.009	0.044	0.01	0.575	0.009	0.106	0.352	0.585	0.083	0.019	0.038	0.054	0.022	0.045	0.024	0.02	0.032	0.067	0.196	0.25	0.011	0.022	0.0	0.049	0.057	0.581	0.105
INHA	P05111	False	INHA_HUMAN		CPI-CS03F19BFCB	0.009	0.01	0.145	0.35	0.077	0.042	0.07	0.596	0.0	0.034	0.02	0.018	0.016	0.009	0.044	0.01	0.575	0.009	0.106	0.352	0.585	0.083	0.019	0.038	0.054	0.022	0.045	0.024	0.02	0.032	0.067	0.196	0.25	0.011	0.022	0.0	0.049	0.057	0.581	0.105
INHA	P05111	False	INHA_HUMAN		CPI-CS08387C315	0.009	0.01	0.145	0.35	0.077	0.042	0.07	0.596	0.0	0.034	0.02	0.018	0.016	0.009	0.044	0.01	0.575	0.009	0.106	0.352	0.585	0.083	0.019	0.038	0.054	0.022	0.045	0.024	0.02	0.032	0.067	0.196	0.25	0.011	0.022	0.0	0.049	0.057	0.581	0.105
INHA	P05111	False	INHA_HUMAN		CPI-CS096F1E209	0.009	0.01	0.145	0.35	0.077	0.042	0.07	0.596	0.0	0.034	0.02	0.018	0.016	0.009	0.044	0.01	0.575	0.009	0.106	0.352	0.585	0.083	0.019	0.038	0.054	0.022	0.045	0.024	0.02	0.032	0.067	0.196	0.25	0.011	0.022	0.0	0.049	0.057	0.581	0.105
INHA	P05111	False	INHA_HUMAN		CPI-CS09DFE4623	0.009	0.01	0.145	0.35	0.077	0.042	0.07	0.596	0.0	0.034	0.02	0.018	0.016	0.009	0.044	0.01	0.575	0.009	0.106	0.352	0.585	0.083	0.019	0.038	0.054	0.022	0.045	0.024	0.02	0.032	0.067	0.196	0.25	0.011	0.022	0.0	0.049	0.057	0.581	0.105
BMP2	P12643	False	BMP2_HUMAN		CPI-CS0E4E75E3B	0.019	0.003	0.003	0.004	0.117	0.248	0.13	0.0	0.026	0.076	0.019	0.003	0.01	0.006	0.097	0.006	0.005	0.006	0.004	0.003	0.003	0.002	0.012	0.018	0.027	0.022	0.039	0.014	0.013	0.022	0.048	0.174	0.091	0.006	0.003	0.0	0.294	1.085	0.007	0.017
BMP2	P12643	False	BMP2_HUMAN		CPI-CS028ACED72	0.019	0.003	0.003	0.004	0.117	0.248	0.13	0.0	0.026	0.076	0.019	0.003	0.01	0.006	0.097	0.006	0.005	0.006	0.004	0.003	0.003	0.002	0.012	0.018	0.027	0.022	0.039	0.014	0.013	0.022	0.048	0.174	0.091	0.006	0.003	0.0	0.294	1.085	0.007	0.017
BMP2	P12643	False	BMP2_HUMAN		CPI-CS075442484	0.019	0.003	0.003	0.004	0.117	0.248	0.13	0.0	0.026	0.076	0.019	0.003	0.01	0.006	0.097	0.006	0.005	0.006	0.004	0.003	0.003	0.002	0.012	0.018	0.027	0.022	0.039	0.014	0.013	0.022	0.048	0.174	0.091	0.006	0.003	0.0	0.294	1.085	0.007	0.017
BMP2	P12643	False	BMP2_HUMAN		CPI-CS0BE59B43E	0.019	0.003	0.003	0.004	0.117	0.248	0.13	0.0	0.026	0.076	0.019	0.003	0.01	0.006	0.097	0.006	0.005	0.006	0.004	0.003	0.003	0.002	0.012	0.018	0.027	0.022	0.039	0.014	0.013	0.022	0.048	0.174	0.091	0.006	0.003	0.0	0.294	1.085	0.007	0.017
BMP2	P12643	False	BMP2_HUMAN		CPI-CS08A043594	0.019	0.003	0.003	0.004	0.117	0.248	0.13	0.0	0.026	0.076	0.019	0.003	0.01	0.006	0.097	0.006	0.005	0.006	0.004	0.003	0.003	0.002	0.012	0.018	0.027	0.022	0.039	0.014	0.013	0.022	0.048	0.174	0.091	0.006	0.003	0.0	0.294	1.085	0.007	0.017
BMP2	P12643	False	BMP2_HUMAN		CPI-CS058910188	0.019	0.003	0.003	0.004	0.117	0.248	0.13	0.0	0.026	0.076	0.019	0.003	0.01	0.006	0.097	0.006	0.005	0.006	0.004	0.003	0.003	0.002	0.012	0.018	0.027	0.022	0.039	0.014	0.013	0.022	0.048	0.174	0.091	0.006	0.003	0.0	0.294	1.085	0.007	0.017
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0E54FF657	0.01	0.01	0.094	0.059	0.077	0.032	0.063	0.0	0.02	0.017	0.013	0.006	0.013	0.017	0.061	0.0	0.021	0.008	0.183	0.056	0.231	0.168	0.002	0.016	0.026	0.01	0.019	0.014	0.008	0.01	0.09	0.216	0.479	0.01	0.019	0.064	0.872	0.474	0.024	0.023
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0107C51C6	0.01	0.01	0.094	0.059	0.077	0.032	0.063	0.0	0.02	0.017	0.013	0.006	0.013	0.017	0.061	0.0	0.021	0.008	0.183	0.056	0.231	0.168	0.002	0.016	0.026	0.01	0.019	0.014	0.008	0.01	0.09	0.216	0.479	0.01	0.019	0.064	0.872	0.474	0.024	0.023
BMP4	P12644	False	BMP4_HUMAN		CPI-CS012D15A88	0.01	0.01	0.094	0.059	0.077	0.032	0.063	0.0	0.02	0.017	0.013	0.006	0.013	0.017	0.061	0.0	0.021	0.008	0.183	0.056	0.231	0.168	0.002	0.016	0.026	0.01	0.019	0.014	0.008	0.01	0.09	0.216	0.479	0.01	0.019	0.064	0.872	0.474	0.024	0.023
